index,raw_payload,rejection_reason
110301,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""7"", ""arrival_date_year"": ""2017"", ""arrival_date_month"": ""April"", ""arrival_date_week_number"": ""16"", ""arrival_date_day_of_month"": ""20"", ""stays_in_weekend_nights"": ""2"", ""stays_in_week_nights"": ""3"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""SC"", ""country"": ""PRT"", ""market_segment"": ""Corporate"", ""distribution_channel"": ""Corporate"", ""is_repeated_guest"": ""0"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""A"", ""assigned_room_type"": ""K"", ""booking_changes"": ""1"", ""deposit_type"": ""No Deposit"", ""agent"": null, ""company"": ""460"", ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""1"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2017-04-25""}",No guests in booking
111027,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""0"", ""arrival_date_year"": ""2017"", ""arrival_date_month"": ""May"", ""arrival_date_week_number"": ""18"", ""arrival_date_day_of_month"": ""5"", ""stays_in_weekend_nights"": ""0"", ""stays_in_week_nights"": ""0"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""SC"", ""country"": ""PRT"", ""market_segment"": ""Complementary"", ""distribution_channel"": ""Direct"", ""is_repeated_guest"": ""1"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""C"", ""assigned_room_type"": ""C"", ""booking_changes"": ""0"", ""deposit_type"": ""No Deposit"", ""agent"": null, ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""0"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2017-05-05""}",No guests in booking
111042,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""17"", ""arrival_date_year"": ""2017"", ""arrival_date_month"": ""April"", ""arrival_date_week_number"": ""17"", ""arrival_date_day_of_month"": ""27"", ""stays_in_weekend_nights"": ""2"", ""stays_in_week_nights"": ""6"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""SC"", ""country"": ""ESP"", ""market_segment"": ""Offline TA/TO"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""0"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""D"", ""assigned_room_type"": ""K"", ""booking_changes"": ""7"", ""deposit_type"": ""No Deposit"", ""agent"": ""290"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""0"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2017-05-05""}",No guests in booking
111406,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""33"", ""arrival_date_year"": ""2017"", ""arrival_date_month"": ""May"", ""arrival_date_week_number"": ""19"", ""arrival_date_day_of_month"": ""9"", ""stays_in_weekend_nights"": ""0"", ""stays_in_week_nights"": ""1"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""SC"", ""country"": ""PRT"", ""market_segment"": ""Offline TA/TO"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""0"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""E"", ""assigned_room_type"": ""G"", ""booking_changes"": ""3"", ""deposit_type"": ""No Deposit"", ""agent"": ""87"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""200"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""0"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2017-05-10""}",No guests in booking
111531,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""35"", ""arrival_date_year"": ""2017"", ""arrival_date_month"": ""May"", ""arrival_date_week_number"": ""19"", ""arrival_date_day_of_month"": ""10"", ""stays_in_weekend_nights"": ""0"", ""stays_in_week_nights"": ""2"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""BB"", ""country"": ""IRL"", ""market_segment"": ""Groups"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""0"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""A"", ""assigned_room_type"": ""A"", ""booking_changes"": ""3"", ""deposit_type"": ""No Deposit"", ""agent"": ""39"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient-Party"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""0"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2017-05-12""}",No guests in booking
111709,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""31"", ""arrival_date_year"": ""2017"", ""arrival_date_month"": ""May"", ""arrival_date_week_number"": ""20"", ""arrival_date_day_of_month"": ""14"", ""stays_in_weekend_nights"": ""0"", ""stays_in_week_nights"": ""0"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""BB"", ""country"": ""PRT"", ""market_segment"": ""Groups"", ""distribution_channel"": ""Corporate"", ""is_repeated_guest"": ""0"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""A"", ""assigned_room_type"": ""D"", ""booking_changes"": ""2"", ""deposit_type"": ""No Deposit"", ""agent"": ""459"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient-Party"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""0"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2017-05-14""}",No guests in booking
111710,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""6"", ""arrival_date_year"": ""2017"", ""arrival_date_month"": ""May"", ""arrival_date_week_number"": ""20"", ""arrival_date_day_of_month"": ""14"", ""stays_in_weekend_nights"": ""0"", ""stays_in_week_nights"": ""0"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""BB"", ""country"": ""PRT"", ""market_segment"": ""Groups"", ""distribution_channel"": ""Corporate"", ""is_repeated_guest"": ""0"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""A"", ""assigned_room_type"": ""A"", ""booking_changes"": ""1"", ""deposit_type"": ""No Deposit"", ""agent"": null, ""company"": ""169"", ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient-Party"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""0"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2017-05-14""}",No guests in booking
111980,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""0"", ""arrival_date_year"": ""2017"", ""arrival_date_month"": ""May"", ""arrival_date_week_number"": ""20"", ""arrival_date_day_of_month"": ""17"", ""stays_in_weekend_nights"": ""0"", ""stays_in_week_nights"": ""1"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""SC"", ""country"": ""IND"", ""market_segment"": ""Direct"", ""distribution_channel"": ""Direct"", ""is_repeated_guest"": ""0"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""A"", ""assigned_room_type"": ""K"", ""booking_changes"": ""4"", ""deposit_type"": ""No Deposit"", ""agent"": null, ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""0"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2017-05-18""}",No guests in booking
112471,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""75"", ""arrival_date_year"": ""2017"", ""arrival_date_month"": ""May"", ""arrival_date_week_number"": ""20"", ""arrival_date_day_of_month"": ""20"", ""stays_in_weekend_nights"": ""2"", ""stays_in_week_nights"": ""2"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""SC"", ""country"": ""GBR"", ""market_segment"": ""Groups"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""0"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""A"", ""assigned_room_type"": ""K"", ""booking_changes"": ""3"", ""deposit_type"": ""No Deposit"", ""agent"": ""229"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient-Party"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""1"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2017-05-24""}",No guests in booking
112558,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""1"", ""arrival_date_year"": ""2017"", ""arrival_date_month"": ""May"", ""arrival_date_week_number"": ""21"", ""arrival_date_day_of_month"": ""23"", ""stays_in_weekend_nights"": ""0"", ""stays_in_week_nights"": ""2"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""SC"", ""country"": ""PRT"", ""market_segment"": ""Direct"", ""distribution_channel"": ""Direct"", ""is_repeated_guest"": ""0"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""A"", ""assigned_room_type"": ""K"", ""booking_changes"": ""2"", ""deposit_type"": ""No Deposit"", ""agent"": null, ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""0"", ""required_car_parking_spaces"": ""1"", ""total_of_special_requests"": ""0"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2017-05-25""}",No guests in booking
113188,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""0"", ""arrival_date_year"": ""2017"", ""arrival_date_month"": ""June"", ""arrival_date_week_number"": ""23"", ""arrival_date_day_of_month"": ""4"", ""stays_in_weekend_nights"": ""0"", ""stays_in_week_nights"": ""0"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""HB"", ""country"": ""PRT"", ""market_segment"": ""Groups"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""1"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""A"", ""assigned_room_type"": ""K"", ""booking_changes"": ""0"", ""deposit_type"": ""No Deposit"", ""agent"": ""229"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient-Party"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""1"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2017-06-04""}",No guests in booking
114583,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""26"", ""arrival_date_year"": ""2017"", ""arrival_date_month"": ""June"", ""arrival_date_week_number"": ""25"", ""arrival_date_day_of_month"": ""19"", ""stays_in_weekend_nights"": ""1"", ""stays_in_week_nights"": ""4"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""SC"", ""country"": ""GBR"", ""market_segment"": ""Online TA"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""0"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""D"", ""assigned_room_type"": ""K"", ""booking_changes"": ""2"", ""deposit_type"": ""No Deposit"", ""agent"": ""9"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""90"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""1"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2017-06-24""}",No guests in booking
114908,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""1"", ""arrival_date_year"": ""2017"", ""arrival_date_month"": ""June"", ""arrival_date_week_number"": ""26"", ""arrival_date_day_of_month"": ""28"", ""stays_in_weekend_nights"": ""0"", ""stays_in_week_nights"": ""0"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""BB"", ""country"": ""PRT"", ""market_segment"": ""Aviation"", ""distribution_channel"": ""Corporate"", ""is_repeated_guest"": ""0"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""A"", ""assigned_room_type"": ""A"", ""booking_changes"": ""1"", ""deposit_type"": ""No Deposit"", ""agent"": null, ""company"": ""153"", ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""0"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2017-06-28""}",No guests in booking
114911,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""1"", ""arrival_date_year"": ""2017"", ""arrival_date_month"": ""June"", ""arrival_date_week_number"": ""26"", ""arrival_date_day_of_month"": ""28"", ""stays_in_weekend_nights"": ""0"", ""stays_in_week_nights"": ""0"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""BB"", ""country"": ""PRT"", ""market_segment"": ""Aviation"", ""distribution_channel"": ""Corporate"", ""is_repeated_guest"": ""0"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""A"", ""assigned_room_type"": ""A"", ""booking_changes"": ""1"", ""deposit_type"": ""No Deposit"", ""agent"": null, ""company"": ""153"", ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""0"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2017-06-28""}",No guests in booking
115029,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""107"", ""arrival_date_year"": ""2017"", ""arrival_date_month"": ""June"", ""arrival_date_week_number"": ""26"", ""arrival_date_day_of_month"": ""27"", ""stays_in_weekend_nights"": ""0"", ""stays_in_week_nights"": ""3"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""BB"", ""country"": ""CHE"", ""market_segment"": ""Online TA"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""0"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""A"", ""assigned_room_type"": ""A"", ""booking_changes"": ""1"", ""deposit_type"": ""No Deposit"", ""agent"": ""7"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""100.8"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""0"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2017-06-30""}",No guests in booking
115091,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""1"", ""arrival_date_year"": ""2017"", ""arrival_date_month"": ""June"", ""arrival_date_week_number"": ""26"", ""arrival_date_day_of_month"": ""30"", ""stays_in_weekend_nights"": ""0"", ""stays_in_week_nights"": ""1"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""SC"", ""country"": ""PRT"", ""market_segment"": ""Complementary"", ""distribution_channel"": ""Direct"", ""is_repeated_guest"": ""0"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""E"", ""assigned_room_type"": ""K"", ""booking_changes"": ""0"", ""deposit_type"": ""No Deposit"", ""agent"": null, ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""0"", ""required_car_parking_spaces"": ""1"", ""total_of_special_requests"": ""1"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2017-07-01""}",No guests in booking
116251,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""44"", ""arrival_date_year"": ""2017"", ""arrival_date_month"": ""July"", ""arrival_date_week_number"": ""28"", ""arrival_date_day_of_month"": ""15"", ""stays_in_weekend_nights"": ""1"", ""stays_in_week_nights"": ""1"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""SC"", ""country"": ""SWE"", ""market_segment"": ""Online TA"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""0"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""A"", ""assigned_room_type"": ""K"", ""booking_changes"": ""2"", ""deposit_type"": ""No Deposit"", ""agent"": ""425"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""73.8"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""0"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2017-07-17""}",No guests in booking
116534,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""2"", ""arrival_date_year"": ""2017"", ""arrival_date_month"": ""July"", ""arrival_date_week_number"": ""28"", ""arrival_date_day_of_month"": ""15"", ""stays_in_weekend_nights"": ""2"", ""stays_in_week_nights"": ""5"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""SC"", ""country"": ""RUS"", ""market_segment"": ""Online TA"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""0"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""A"", ""assigned_room_type"": ""K"", ""booking_changes"": ""1"", ""deposit_type"": ""No Deposit"", ""agent"": ""9"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient-Party"", ""adr"": ""22.86"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""1"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2017-07-22""}",No guests in booking
